QDot_gridded,T_gridded,HTC_gridded
0.8962844730642525,309.817,170.39566327093465
0.8962844730642525,326.95572413793104,434.4595826117939
0.8962844730642525,344.0944482758621,698.5235019526532
0.8962844730642525,361.2331724137931,962.5874212935125
0.8962844730642525,378.37189655172415,1226.6513406343718
0.8962844730642525,395.5106206896552,1490.7152599752312
0.8962844730642525,412.6493448275862,1754.7791793160904
0.8962844730642525,429.78806896551725,1798.4570253300024
0.8962844730642525,446.9267931034483,1665.826012682357
0.8962844730642525,464.0655172413793,1533.1950000347117
0.8962844730642525,481.20424137931036,1400.5639873870664
0.8962844730642525,498.3429655172414,1267.9329747394206
0.8962844730642525,515.4816896551724,1135.3019620917753
0.8962844730642525,532.6204137931035,991.4442494282865
0.8962844730642525,549.7591379310345,757.7729366380538
0.8962844730642525,566.8978620689655,524.101623847821
0.8962844730642525,584.0365862068966,290.43031105758814
0.8962844730642525,601.1753103448276,240.21109707669748
0.8962844730642525,618.3140344827586,212.92339544697484
0.8962844730642525,635.4527586206897,185.6356938172522
0.8962844730642525,652.5914827586207,173.80748359346194
0.8962844730642525,669.7302068965517,169.7090190726379
0.8962844730642525,686.8689310344828,165.6105545518138
0.8962844730642525,704.0076551724138,160.1251402934922
0.8962844730642525,721.1463793103449,152.9060388632987
0.8962844730642525,738.2851034482759,145.6869374331052
0.8962844730642525,755.4238275862069,139.0223588886988
0.8962844730642525,772.562551724138,134.29861044454714
0.8962844730642525,789.701275862069,129.5748620003955
0.8962844730642525,806.84,124.85111355624385
1.2297920126385622,309.817,316.92449979248306
1.2297920126385622,326.95572413793104,476.94678605449803
1.2297920126385622,344.0944482758621,741.0107053953573
1.2297920126385622,361.2331724137931,1005.0746247362167
1.2297920126385622,378.37189655172415,1269.138544077076
1.2297920126385622,395.5106206896552,1533.2024634179354
1.2297920126385622,412.6493448275862,1769.683119594682
1.2297920126385622,429.78806896551725,1895.9948488007735
1.2297920126385622,446.9267931034483,1847.124231131903
1.2297920126385622,464.0655172413793,1714.4932184842576
1.2297920126385622,481.20424137931036,1581.8622058366118
1.2297920126385622,498.3429655172414,1449.2311931889667
1.2297920126385622,515.4816896551724,1320.8838324593496
1.2297920126385622,532.6204137931035,1211.2953351400884
1.2297920126385622,549.7591379310345,977.6240223498557
1.2297920126385622,566.8978620689655,743.9527095596231
1.2297920126385622,584.0365862068966,417.1480153734068
1.2297920126385622,601.1753103448276,355.2871287180177
1.2297920126385622,618.3140344827586,327.999427088295
1.2297920126385622,635.4527586206897,253.78135118561545
1.2297920126385622,652.5914827586207,218.48795382534706
1.2297920126385622,669.7302068965517,214.38948930452295
1.2297920126385622,686.8689310344828,214.46584515990264
1.2297920126385622,704.0076551724138,214.19895637183578
1.2297920126385622,721.1463793103449,206.97985494164226
1.2297920126385622,738.2851034482759,189.72527294206404
1.2297920126385622,755.4238275862069,147.9365124048115
1.2297920126385622,772.562551724138,143.21276396065986
1.2297920126385622,789.701275862069,138.48901551650826
1.2297920126385622,806.84,152.88243589557956
1.563299552212872,309.817,463.45333631403173
1.563299552212872,326.95572413793104,623.4756225760466
1.563299552212872,344.0944482758621,783.4979088380614
1.563299552212872,361.2331724137931,1047.5618281789207
1.563299552212872,378.37189655172415,1311.6257475197801
1.563299552212872,395.5106206896552,1548.1064036965272
1.563299552212872,412.6493448275862,1762.5204493419849
1.563299552212872,429.78806896551725,1888.8321785480762
1.563299552212872,446.9267931034483,1944.6620546026743
1.563299552212872,464.0655172413793,1895.7914369338037
1.563299552212872,481.20424137931036,1763.1604242861579
1.563299552212872,498.3429655172414,1634.8130635565412
1.563299552212872,515.4816896551724,1540.734918171152
1.563299552212872,532.6204137931035,1431.1464208518908
1.563299552212872,549.7591379310345,1197.475108061658
1.563299552212872,566.8978620689655,870.6704138754417
1.563299552212872,584.0365862068966,532.2240470147273
1.563299552212872,601.1753103448276,470.3631603593381
1.563299552212872,618.3140344827586,396.14508445665865
1.563299552212872,635.4527586206897,298.4618214175006
1.563299552212872,652.5914827586207,263.1684240572322
1.563299552212872,669.7302068965517,263.2447799126119
1.563299552212872,686.8689310344828,268.53966123824625
1.563299552212872,704.0076551724138,268.27277245017945
1.563299552212872,721.1463793103449,251.01819045060117
1.563299552212872,738.2851034482759,198.63942645817679
1.563299552212872,755.4238275862069,156.85066592092426
1.563299552212872,772.562551724138,152.12691747677263
1.563299552212872,789.701275862069,166.520337855844
1.563299552212872,806.84,180.91375823491526
1.8968070917871818,309.817,609.9821728355801
1.8968070917871818,326.95572413793104,770.0044590975951
1.8968070917871818,344.0944482758621,930.02674535961
1.8968070917871818,361.2331724137931,1090.0490316216249
1.8968070917871818,378.37189655172415,1326.5296877983722
1.8968070917871818,395.5106206896552,1540.9437334438298
1.8968070917871818,412.6493448275862,1755.3577790892875
1.8968070917871818,429.78806896551725,1881.6695082953786
1.8968070917871818,446.9267931034483,1937.499384349977
1.8968070917871818,464.0655172413793,1993.329260404575
1.8968070917871818,481.20424137931036,1948.7422946537326
1.8968070917871818,498.3429655172414,1854.6641492683434
1.8968070917871818,515.4816896551724,1760.586003882954
1.8968070917871818,532.6204137931035,1650.997506563693
1.8968070917871818,549.7591379310345,1324.1928123774765
1.8968070917871818,566.8978620689655,985.7464455167624
1.8968070917871818,584.0365862068966,647.3000786560476
1.8968070917871818,601.1753103448276,538.5088177277016
1.8968070917871818,618.3140344827586,440.8255546885438
1.8968070917871818,635.4527586206897,343.1422916493858
1.8968070917871818,652.5914827586207,312.02371466532105
1.8968070917871818,669.7302068965517,317.31859599095543
1.8968070917871818,686.8689310344828,322.6134773165898
1.8968070917871818,704.0076551724138,312.31110795913827
1.8968070917871818,721.1463793103449,259.9323439667139
1.8968070917871818,738.2851034482759,207.55357997428948
1.8968070917871818,755.4238275862069,165.76481943703703
1.8968070917871818,772.562551724138,180.15823981610833
1.8968070917871818,789.701275862069,194.55166019517966
1.8968070917871818,806.84,208.94508057425097
2.2303146313614914,309.817,622.1732104296134
