QDot,T,HTC
1.9181983315203848,790.817,190.6683275890601
2.4929043242416946,692.284,500.470211435622
9.76333339904143,644.448,908.0737075638797
1.9202653027407999,568.066,445.3146536454952
9.668745943273212,515.337,4662.694432202168
9.704045453226444,349.663,1802.6921090119279
1.9153815531836893,772.1179999999999,182.43448214077694
2.462046442376637,596.7760000000001,442.87435552982595
9.672746828647572,530.116,3727.3191353892717
1.9118126511532558,347.145,910.5186211414415
9.718618372754037,327.846,1616.135231933979
9.719411061161841,316.931,741.4004099485456
0.9025180077236435,785.518,139.41246375788154
1.16967714814422,709.229,175.47531431692656
4.554929484144033,680.1220000000001,457.9232122954467
0.9039830441590395,640.437,175.0764418441642
4.548755125118558,617.732,510.6900038902147
4.535660535431688,579.0039999999999,305.595183931604
0.9026325155145276,770.327,124.50623018830268
1.1561310786130419,660.229,155.44004232452727
4.5498258433295025,619.229,283.39997206383396
0.8962844730642525,578.065,201.623081544186
4.552670887504398,540.133,2138.8556262826487
4.564127174942114,406.35799999999995,1800.131949634236
1.9734034645758376,772.846,184.9028954137522
2.5527157515200867,690.701,277.7538824743314
1.9845403051098953,612.156,293.38872984099197
10.060079162770812,561.069,3305.9005510583243
10.01003500990017,348.44399999999996,1780.8311853811308
9.898137165265878,560.738,4306.021330107178
9.892929922541615,331.171,1706.9101008763434
9.883379032614677,319.096,880.7720317979264
1.9480537104228957,770.614,193.2490193870333
2.5213408359401748,611.3879999999999,314.802856805743
10.126693114025269,549.24,3388.986145328358
1.9420297527609227,337.162,1345.420524726189
10.155818519799155,316.977,1335.1640129280127
10.114856825064187,309.941,516.143928135057
2.001542224803665,766.5889999999999,156.71056467729275
2.58539756409085,687.92,194.80556097813565
1.9898305341679423,610.2049999999999,233.43345980380056
10.451381308788013,568.741,3297.265995625584
10.404609923027287,352.116,2220.952136957721
10.254432433646823,541.988,2937.4141095884183
10.205532821256707,329.82,1933.0205403342034
10.252492267631718,315.55199999999996,786.1086769051059
10.22649152367254,553.002,3859.806899034615
10.204690809283942,328.926,1975.9797903017002
10.247740425513312,316.29999999999995,747.4399848317894
1.9540387807277257,772.9929999999999,164.01983718525253
2.5308483657828686,636.498,347.95160001848274
1.9678956957408216,388.243,1497.3488808700065
10.23478011556411,329.806,1369.4333026784016
10.162908385265899,317.056,748.9713138457479
0.9239555495854078,766.8399999999999,132.63656300562462
1.1873109786519975,666.1379999999999,196.61816023031508
4.801432530811251,627.844,353.19226860173575
0.91971348871567,580.088,157.09274854417623
4.790185748006395,554.814,458.1625778947248
4.796465191382201,511.702,2837.0273260886906
2.002690984574322,768.312,169.66861323416126
2.5917510118061347,694.87,304.43886562516695
2.0150059942699725,615.8679999999999,207.4456751877696
10.263006984964356,333.849,1482.7494340271764
10.170940211214377,319.704,835.6452810978265
1.9520155542366107,719.818,317.82899842344557
2.519442137810806,330.40299999999996,355.1956574037269
10.207258724281335,321.116,857.6400286983016
1.9726964426812361,310.691,6.101240874170225
10.199676079087329,312.03499999999997,409.92287738124503
10.08856916822603,309.817,187.65327111880316
0.9315150995818511,710.034,202.05443878760846
1.192333366452792,437.572,1872.1409212453611
4.803055713019744,332.918,1165.916978734451
0.9209956948594148,314.224,159.06232274819462
4.746250139050002,313.44599999999997,125.08600107962086
4.7604263005896685,313.322,370.7921656696367
1.9903716133391687,713.905,273.2692933507449
2.601751871786217,576.1179999999999,734.9369140719505
2.0092685787486584,440.99,1392.9183612008546
10.479939742777653,336.084,1347.01873070599
10.373418753231519,312.489,275.6622142938967
10.34211494969266,321.86899999999997,1158.7368180480466
10.321946320766937,313.902,615.2483491405317
10.29887711951549,311.115,192.95047035205965
2.5475238455587226,693.982,424.85691702702246
10.170169924874456,634.173,653.8975519595688
2.612052803584249,689.42,377.1048357424773
10.456018342100178,640.093,744.9067098331896
2.0476096734939775,687.9739999999999,303.4785225152463
8.325868614461163,645.947,668.868805026455
8.392942832457209,660.575,525.1358875496169
2.061981551339104,700.308,192.83442642583069
8.312354230504686,646.1220000000001,644.4994466301586
1.58447099294372,553.45,387.3674477989041
1.6365482027480127,699.892,267.55388213037
6.4995514622003485,662.56,774.2082015242446
1.2412272763380892,711.354,179.9587302026328
4.967328479998555,682.5229999999999,384.57592241762194
1.233450419366012,705.779,150.4637990430235
4.966857378272358,680.8679999999999,379.3322906943296
0.9497851502612422,638.17,190.34140812562387
0.9364209207868054,600.884,324.4787709229318
3.787848306698885,491.995,1349.7380211793775
1.6128896697132054,503.783,944.037382887683
6.4889378383934035,361.335,1503.359635287117
2.070721371801602,705.971,444.40697221237326
8.266468253082694,652.755,660.2722164288864
1.5884341720708968,589.6800000000001,261.6372953221867
2.609047785766369,693.249,360.1869624757221
10.518759339268716,643.645,692.9135230560194
0.942008472733267,678.649,144.30808732376488
3.8049793074746785,645.4069999999999,306.2405800521253
1.6178693218236546,655.0419999999999,424.2734470734127
6.536632891940868,593.4159999999999,728.9755347624898
1.9456779204569878,786.894,239.79405313581748
2.5302188533986665,644.046,663.3754452389197
10.125576443056707,363.803,113.53348725788129
1.9486985356355624,360.38599999999997,2216.694434889343
10.303327546791719,330.34299999999996,1852.2222311148287
10.150308254370948,315.67499999999995,1771.6844122611503
1.6198888191152863,643.423,245.41660646093152
6.550813564346391,595.249,736.2657352467901
1.6214298308838386,644.9069999999999,265.6835987468996
6.562934365743814,593.326,560.7936225448441
1.6215975633012076,332.52099999999996,839.4458806106827
6.4985947183878805,313.073,784.5852168772686
10.066861404570462,789.814,473.73983534630526
2.541893975434021,527.741,4151.390476552705
10.143501102136963,369.073,2474.511205346315
1.938461478209439,331.54999999999995,1329.2309289931927
10.179335406162886,320.895,2075.5967446493332
10.035444088534565,310.27299999999997,1278.8485371597758
10.174778430839591,789.076,619.4902321465518
2.495433937937649,579.021,3323.6502677958965
1.9488526502455534,333.578,1152.030006902779
10.06281947246501,322.409,2010.4078169213703
10.113104698183504,311.58799999999997,1298.3038589428702
8.015294492509733,791.608,484.8396771527767
7.989407089635199,550.237,5452.044085992381
1.5484854920881643,362.849,2276.693965752471
7.972472657609751,332.14799999999997,1801.6111377409134
7.950164070889168,318.24,1491.5260940387534
10.317517021852154,767.482,378.13020584544955
2.5589655449252,640.217,217.43604057662336
1.97848693332453,576.0550000000001,212.60300860658242
10.271446257945307,540.8679999999999,3762.199535125971
10.357294746529574,339.84299999999996,2161.4589201335903
10.42500947830621,793.489,433.7122228092537
2.5716974533713715,736.0989999999999,247.55248799931155
1.9735641774836765,702.297,211.94631742030055
10.44545920665407,682.9590000000001,535.8816370772871
10.400138447025576,643.5899999999999,746.2476513438021
2.41264511539012,758.922,114.63846053494686
10.161553288128482,716.94,477.2315763559123
2.5399667460406494,627.5899999999999,284.9433422262117
10.202128601700386,576.545,4005.0410426788785
1.946500966845223,343.337,1652.1371416961883
10.20898065845058,319.145,1440.2824491153963
10.202159224557125,310.812,1032.0447317206585
2.367310881313311,763.607,130.02185335081106
4.791370737949206,722.845,228.88897096004973
1.1819355421742814,662.817,127.801319728934
4.752622113578706,628.01,345.2354145849979
0.9147701839307302,568.837,247.8552843167709
4.752989978319513,531.14,3107.3745875122077
4.757737126290575,359.34499999999997,2497.144909852465
2.4923579896931147,796.067,196.83724597255718
4.824120800647008,774.0509999999999,286.5794373101653
1.2030002830687283,743.562,198.41884568883984
4.767686770813467,722.3389999999999,324.97497504065433
0.9209488313699389,695.785,218.4762621818182
4.730041634266328,675.5070000000001,318.7787247967816
4.788085160947732,650.797,310.8746584713962
10.08579271049018,792.812,395.9707493129639
10.150951416724428,751.1579999999999,671.5157419572563
2.5294854202856762,696.332,351.5608128675546
10.049908553006732,665.433,595.0539208110313
1.9404573777124914,622.987,565.506220889285
10.16607575974712,590.386,4752.897680817873
10.029528745083551,423.294,5751.31192276437
10.235529827260457,792.788,387.93188890628693
10.139679670480438,757.222,726.8063180557414
2.5443977768073855,702.288,363.51601446492253
10.156147667574983,669.2470000000001,582.3662350531686
1.93624005393471,631.002,738.6060824659932
10.215949468160696,594.28,5847.586368647628
10.141721431016814,410.81899999999996,5478.461533722211
4.151483047759242,800.242,134.89229042788352
4.102086590932116,800.6759999999999,158.50895645694607
4.018446983756551,793.673,137.0343645934459
4.155183890195254,797.661,139.77946754234267
4.103203789014887,767.7539999999999,250.77236474546052
4.132177178311499,798.923,130.74506137024034
4.136953863990607,770.9259999999999,244.19422122321404
4.119111891662075,796.731,130.8235107249715
4.154271839675068,771.168,270.87271648972705
4.153372555069102,792.337,140.14008380051473
6.399647919597902,798.651,260.43587856495617
6.4008755689609105,799.9,221.78202143239935
6.416243380037946,801.257,232.45462029768453
6.374149505902591,793.9019999999999,236.9733764435137
6.320251135622968,803.28,213.1827316199382
6.379781816614531,760.9110000000001,297.8085127069169
6.304910719586438,802.9979999999999,234.22441414989666
6.315543955745063,762.373,248.26673718924343
6.340692723955456,797.226,229.55416558032658
6.3840573451581495,754.36,262.9889658963562
6.297533852643986,806.84,230.61534150703426
6.315206800188869,765.354,246.0319913234116
4.1443096636986665,726.5419999999999,246.1278539198054
6.280251159864809,800.229,293.67337454028154
6.325528514595381,755.376,315.5332846292082
4.128404001757824,712.223,259.5940331616004
6.300205886841031,797.258,294.3660454239466
6.3152711877615735,752.246,366.2267492506578
4.149172470429903,703.986,253.80850275464056
6.240636749736886,794.982,304.70511936526145
6.291991317545763,749.687,336.3579891810447
4.151027710297186,704.165,317.4233451431334
3.406633186294408,666.601,309.75970152849516
6.265007587427111,793.566,295.18805613145565
6.222432682646915,751.078,378.57667595121256
4.110015429636398,701.7570000000001,360.9147242538088
3.3884319683396535,661.717,243.5842807113588
8.130339666906062,794.525,406.5087116130858
8.13844266765284,795.072,372.4963515030482
8.08459657783462,795.159,382.9073578390455
8.09654700393379,743.679,423.44752595459875
8.095128461596657,795.8919999999999,438.9893855216234
8.082233652827835,742.531,543.659031690432
8.21256332731636,795.637,435.2043058297687
8.299000578334281,730.462,687.503105993612
5.445730842664575,647.867,626.7981637483642
8.203933238971084,794.855,449.71149978698026
8.310790593442153,734.79,517.0697691657234
5.441808627941346,658.317,736.2134309722042
8.235589733318006,790.5649999999999,436.4430067071702
8.274882137270838,731.867,400.37096437447263
5.428651035145829,666.284,644.4168779793551
8.305616426922082,779.146,612.1647889810481
8.2668826658258,693.354,625.5443447831558
9.76386001448265,790.935,583.6444814112053
9.789063965545377,714.288,907.5206480156105
9.792339531705158,795.201,400.39926561183233
9.816585581958185,735.8589999999999,462.90023513797854
6.409929808747251,676.2529999999999,432.0206922038043
9.807047035942515,778.208,381.48558292806376
9.837513718220938,713.326,553.4251601391796
9.862474368474746,792.424,612.7012629471627
9.920813165145141,714.039,933.7053929481348
4.087539043547605,771.826,208.040303277378
4.080443010696798,803.012,228.32303300992254
4.145351078665613,771.6479999999999,189.07915978298686
6.405758318158441,804.489,236.2387862989264
6.367314182542772,804.979,236.20442423885942
6.3087588200303975,804.335,223.41852494430967
6.355123875016297,776.105,180.77433774549027
6.266515774706658,805.069,228.63835533439243
6.307575602176144,776.259,177.75123180495763
4.178290670691537,746.487,135.95577086499966
6.356975176494446,804.393,237.51206393856125
6.307755616473421,776.045,173.06492248416546
4.14293629250749,747.409,186.85015915520165
6.2891062730247125,805.654,203.99507732855332
6.318212112801477,779.36,163.11409795289526
4.138948403281883,753.877,271.3508969791094
8.203181326683692,800.007,396.36169465579064
8.076346110812743,801.809,315.7039208729279
8.095343711423885,762.604,258.5427453060594
8.073260282934354,799.007,272.6348811881446
8.121479747093794,762.284,247.5908969918113
4.147626866513689,745.8340000000001,237.87206376161458
4.248839131369218,740.887,200.25605445962526
4.222254238176754,641.4649999999999,246.75962048644715
4.274558002981821,744.886,198.70607748189366
4.2777484291053325,651.621,316.33678685255336
4.240753627860794,744.781,160.24556463037618
4.246995159400754,648.923,299.06661990037674
4.274308246759335,741.7,206.12370423203993
4.2787742347137545,647.6859999999999,338.25783251098557
