xplot yplot Bspline_fit Pspline_fit SCP_spline_fit
0.1 0.0038609082724554255 -0.036221682988865564 -0.023710618478996998 -0.060067361672174815
0.10070070070070071 0.003998376470810183 -0.027778091215271077 -0.022435290805918513 -0.06006754198263872
0.1014014014014014 0.004140332658994905 -0.02034270700389095 -0.021304968532225528 -0.060067729334355974
0.1021021021021021 0.004286907803511525 -0.013889940181097675 -0.02033583133151456 -0.06006792373201429
0.10280280280280281 0.0044382361292579844 -0.008394200573264066 -0.019544058877382222 -0.060068125180301496
0.10350350350350351 0.004594455181232002 -0.00382989800676288 -0.018945830843425077 -0.06006833368390536
0.1042042042042042 0.004755705886757467 -0.00017144230796691667 -0.0185573269032397 -0.06006854924751364
0.10490490490490491 0.004922132618214581 0.0026067566967512765 -0.018394726730422653 -0.06006877187581416
0.10560560560560561 0.005093883256253867 0.004530289181018873 -0.018474209998570527 -0.060069001573494665
0.10630630630630632 0.00527110925347307 0.005624745318463145 -0.018811956381279877 -0.06006923834524294
0.10700700700700701 0.005453965698535158 0.005915715282711398 -0.019424145552147273 -0.060069482195746794
0.10770770770770771 0.005642611380704248 0.005428789247390896 -0.02032695718476931 -0.060069733129693985
0.10840840840840842 0.005837208854775226 0.004189557386128903 -0.021536570952742543 -0.06006999115177228
0.10910910910910912 0.0060379245063721144 0.002223609872552712 -0.023069166529663558 -0.060070256266669515
0.10980980980980981 0.0062449286175885015 -0.00044346311971034565 -0.02494092358912888 -0.06007052847907342
0.11051051051051052 0.0064583954329426735 -0.003786071417033113 -0.027168021804735154 -0.06007080779367178
0.11121121121121122 0.006678503225618656 -0.007778624845788246 -0.029766640850078924 -0.060071094215152394
0.11191191191191192 0.006905434363963386 -0.012395533232348491 -0.032752960398756754 -0.060071387748203045
0.11261261261261261 0.0071393753782088105 -0.01761120640308645 -0.036143160124365165 -0.06007168839751151
0.11331331331331332 0.007380517027386608 -0.023400054184375053 -0.039953419700500835 -0.06007199616776555
0.11401401401401402 0.007629054366402215 -0.029736486402586932 -0.044199918800760296 -0.06007231106365297
0.11471471471471473 0.007885186813233002 -0.03659491288409479 -0.04889883709874012 -0.06007263308986155
0.11541541541541542 0.00814911821621481 -0.04394974345527123 -0.054066354268036756 -0.06007296225107906
0.11611611611611612 0.008421056921379526 -0.05177538794248925 -0.059718649982246984 -0.06007329855199328
0.11681681681681683 0.008701215839804868 -0.06004625617212144 -0.0658719039149673 -0.06007364199729201
0.11751751751751752 0.008989812514936633 -0.06873451059719597 -0.07253970893735001 -0.06007368398365473
0.11821821821821822 0.009287069189842215 -0.07772181656820328 -0.07963149270624692 -0.06006068889796299
0.11891891891891893 0.009593212874352549 -0.08677043671809599 -0.08691924632737644 -0.060005524814961096
0.11961961961961963 0.009908475412048905 -0.09563446558823864 -0.09416555915781699 -0.059877938171778944
0.12032032032032033 0.01023309354704909 -0.10406799771999567 -0.10113302055464693 -0.05964767540554647
0.12102102102102102 0.010567308990546588 -0.1118251276547315 -0.10758421987494465 -0.059284482953393586
0.12172172172172173 0.010911368487054466 -0.1186599499338109 -0.11328174647578874 -0.058758107252450203
0.12242242242242243 0.011265523880304912 -0.1243265590985982 -0.1179881897142575 -0.05803829473984625
