x1 x2 M1 M2 M3 M4 M5 M6
-0.0063 -0.000134247491638796 -1.029576999540521 -1.0309786609004292 -0.8814000575116345 -0.8822529794870674 -0.883616033081889 -0.8817861892156933
-0.0063 -5.59866220735786e-05 -0.643215517172481 -0.6426460520035157 -0.7727528268614992 -0.7767322373768306 -0.762748759015672 -0.7709011092728405
-0.006274749498997996 1.1438127090301004e-05 -0.3543106052937617 -0.35441367965458176 -0.5242055392968223 -0.5420412653438159 -0.5229603358994144 -0.5406254853405753
-0.006274749498997996 2.1070234113712377e-05 -0.2990284225250414 -0.2989367248374068 -0.4754209010242715 -0.4953754998098004 -0.4763766839387368 -0.4945138225021396
-0.006249498997995992 -0.0001294314381270903 -1.0194467412133763 -1.0210129067433549 -0.8775399191257758 -0.8780055964746952 -0.8790880718663825 -0.8776370871001069
-0.0062242484969939876 -0.00016795986622073582 -1.1085604736914723 -1.1090022629825222 -0.8866461683086657 -0.886249935625717 -0.888271854415821 -0.8914369962563699
-0.0062242484969939876 -0.00013906354515050168 -1.036196126420174 -1.0379124244762135 -0.8835075513689497 -0.8828325498973337 -0.8792155833934611 -0.8807919800419429
-0.0062242484969939876 0.00011979933110367893 0.15538935144451385 0.15395895587778896 0.1854460544116622 0.19418899693885266 0.1952666587545092 0.203189025319584
-0.006198997995991984 -0.00014989966555183947 -1.0542292101880215 -1.055434896232249 -0.886776332862871 -0.8854809859650844 -0.8817039127326762 -0.8844727053804093
-0.006198997995991984 -0.00013906354515050168 -1.0356535505199025 -1.037497027702337 -0.8833342109846686 -0.8824871690628938 -0.8774870786895025 -0.8800600549773483
-0.006198997995991984 -9.57190635451505e-05 -0.8904138174079091 -0.8912174613617228 -0.835522124361618 -0.8372755038557859 -0.8547887298634017 -0.8492663382142593
-0.006198997995991984 -6.321070234113713e-05 -0.6652343451818243 -0.6652986160635892 -0.7882097738867516 -0.7858843144031401 -0.7739495687547265 -0.7734116845625902
-0.006198997995991984 -2.4682274247491638e-05 -0.5924582424611496 -0.5929786442752563 -0.698911738085671 -0.695674898313758 -0.7041359286328113 -0.7145174695337881
-0.006198997995991984 8.729096989966556e-05 0.0023387210828544336 0.001213518155169041 -0.09959348163825542 -0.08562360509451677 -0.09837702421051758 -0.08232374481662072
-0.00617374749498998 -0.0001246153846153846 -1.0074129311861624 -1.0091359671303288 -0.8729179105370415 -0.8729598581100665 -0.8728198700249541 -0.8727734372845881
-0.00617374749498998 -9.090301003344483e-05 -0.8560442416730872 -0.8570119093903372 -0.8282890486024639 -0.8292790384357842 -0.8414814360879446 -0.8365575922020735
-0.00617374749498998 2.1070234113712377e-05 -0.2968593386130404 -0.29727644329662367 -0.475652350926796 -0.4941258418599176 -0.47369325557873004 -0.4924103241471508
-0.006148496993987976 0.00014026755852842811 0.21453760976033912 0.2096959110020092 0.3419382676243259 0.3384440450513114 0.3418705578663008 0.3357609287884181
-0.006123246492985972 -9.210702341137125e-05 -0.8638160952423828 -0.8650281495469937 -0.8300390840037511 -0.8303227662344738 -0.8428749829017174 -0.8383423339435188
-0.006123246492985972 -3.551839464882943e-05 -0.6162656512026546 -0.6171135798606561 -0.734088039579676 -0.7275854240821406 -0.7347914431703033 -0.7416948010942042
-0.006123246492985972 0.00012220735785953177 0.16508444461616734 0.16296774677263332 0.23896668175514582 0.23966758828834822 0.24389379280712015 0.24632290271973156
-0.0060727454909819635 -7.525083612040135e-05 -0.7322672503319048 -0.7335205473311452 -0.8050554538776935 -0.8031800939835119 -0.7952304432905872 -0.790545404318736
-0.0060727454909819635 -3.1906354515050165e-05 -0.6098819637359256 -0.6110477025696932 -0.7226642920696695 -0.717482813743404 -0.7261138443380463 -0.7338024734032039
-0.0060727454909819635 -1.8060200668896322e-06 -0.4452354940726836 -0.44630106832433636 -0.5931878173008407 -0.6036317063523955 -0.5955978192653575 -0.6114143908227532
-0.006022244488977956 2.8294314381270905e-05 -0.2615258744640383 -0.26261495665713025 -0.43562483759075593 -0.45541562425847915 -0.43445499552092914 -0.45639053823875353
-0.006022244488977956 0.00013665551839464883 0.20909232508896572 0.20435449566958996 0.3543313744088394 0.34605980498105454 0.347654559185769 0.34268989375522957
-0.006022244488977956 0.00014267558528428096 0.22196290400344482 0.21601142277836816 0.37620081992635745 0.37051299149549705 0.3699915709299393 0.3648281471094529
-0.005996993987975952 -4.2742474916387966e-05 -0.6196640092222805 -0.6209016725641356 -0.7498946485977303 -0.7449235448241963 -0.7476032142593177 -0.7527942229927012
-0.005996993987975952 7.82608695652174e-06 -0.3725445318834292 -0.3740627712550584 -0.5416318590923273 -0.5579638716964853 -0.5393766484137406 -0.5573960671462551
-0.005996993987975952 3.311036789297659e-05 -0.2427514213584298 -0.24400289641674267 -0.4125263685953256 -0.43021865453704455 -0.4133051181204743 -0.4347972612013701
-0.005996993987975952 0.00013063545150501674 0.1933502510463505 0.1895834900874788 0.3310538692217184 0.31879844562547244 0.3248027924781267 0.3185724503934759
-0.005971743486973948 -0.0001739799331103679 -1.1306205144783836 -1.1324706499705144 -0.8843192751429808 -0.8843844777643715 -0.8855900810745321 -0.891488768525904
-0.005971743486973948 -7.645484949832776e-05 -0.7387285488781644 -0.7405362959248178 -0.8061011552505941 -0.8048964392926721 -0.7972527006863361 -0.7928013230029104
-0.005946492985971944 -9.57190635451505e-05 -0.8848937579754953 -0.8869565629849396 -0.8346116983645739 -0.8355185043623738 -0.8467406305778826 -0.8449886014901952
-0.005946492985971944 -6.020066889632107e-07 -0.433335414606307 -0.4350418917743252 -0.587024780491179 -0.5978985666071645 -0.5893137669141902 -0.6044268069309708
-0.005946492985971944 0.00011377926421404684 0.14183644446651103 0.13926792498563176 0.21618196264900624 0.20124031532169573 0.22356616028357024 0.2151920791955696
-0.005946492985971944 0.0001739799331103679 0.22667646583135914 0.22768342765589972 0.4424928930678489 0.43848013135942365 0.44598631759132995 0.4388514348104745
-0.00592124248496994 -9.451505016722408e-05 -0.8763058308775631 -0.8785004964681875 -0.8327162830922834 -0.8336799973082738 -0.8441103035580546 -0.8422943948446229
-0.00592124248496994 -3.91304347826087e-05 -0.6152729808205258 -0.6170158767429905 -0.7404972188193897 -0.7364350952797475 -0.7411526650281296 -0.747642118904408
-0.005895991983967936 5.59866220735786e-05 -0.15854423281856514 -0.16048591090528821 -0.2986529276219 -0.2975205603786406 -0.307274216326874 -0.3168516381328038
-0.005895991983967936 7.043478260869566e-05 -0.09461545595106535 -0.09669005027809416 -0.20112971509731303 -0.19552034790168732 -0.20520543612140613 -0.20834866445407527
-0.0058707414829659325 -8.849498327759198e-05 -0.8310029345954264 -0.833486120707168 -0.8236714463417898 -0.8242040383700076 -0.8293710215524173 -0.8264453578500581
-0.0058707414829659325 6.802675585284281e-05 -0.1062549369695304 -0.10840868057644845 -0.21966465074978547 -0.21304239527094362 -0.2246844672278951 -0.2278134058098883
-0.005845490981963928 2.4682274247491638e-05 -0.27274312517978133 -0.27471233984744103 -0.46555966797553844 -0.4719891954782306 -0.45870691247244244 -0.46932387068808773
-0.005820240480961924 -0.00014989966555183947 -1.0459292553945854 -1.04899833517687 -0.8850161097268212 -0.8851552304091665 -0.8753254805432408 -0.8809691278905142
-0.005820240480961924 9.090301003344483e-05 0.03429348269747927 0.03120360209257937 -0.007494467356464527 -0.008956781688879789 0.009844840624297753 0.009951176866357667
