xplot yplot Bspline_fit Pspline_fit SCP_spline_fit
0.1 0.0038609082724554255 -0.037814876468091646 -0.028702578692362122 -0.0713114044693278
0.10070070070070071 0.003998376470810183 -0.08598185508110395 -0.022938613523841495 -0.07131304380436258
0.1014014014014014 0.004140332658994905 -0.09418147136942565 -0.017468782257295246 -0.0713148037894334
0.1021021021021021 0.004286907803511525 -0.07434957780893484 -0.01259516924261952 -0.07131671959339779
0.10280280280280281 0.0044382361292579844 -0.03842202687550938 -0.008619858829710808 -0.07131882638511323
0.10350350350350351 0.004594455181232002 0.0016663348295839937 -0.005844901662486134 -0.07132115867025955
0.1042042042042042 0.004755705886757467 0.03655602264115846 -0.0044860502566295216 -0.07132205300647132
0.10490490490490491 0.004922132618214581 0.06503135144656033 -0.004486165520535873 -0.07131447670664276
0.10560560560560561 0.005093883256253867 0.08748249997014285 -0.005734297268559592 -0.07129033833020718
0.10630630630630632 0.00527110925347307 0.10429964693626044 -0.008119495315055012 -0.07124154643659794
0.10700700700700701 0.005453965698535158 0.115872971069267 -0.011530809474376423 -0.07116000958524836
0.10770770770770771 0.005642611380704248 0.12259265109351722 -0.015857289560878316 -0.07103763633559176
0.10840840840840842 0.005837208854775226 0.12484886573336497 -0.020987985388914995 -0.07086633524706146
0.10910910910910912 0.0060379245063721144 0.12303179371316458 -0.02681194677284081 -0.07063801487909084
0.10980980980980981 0.0062449286175885015 0.11753161375727021 -0.03321822352700998 -0.07034458379111319
0.11051051051051052 0.0064583954329426735 0.10873850459003605 -0.040095865465777134 -0.06997795054256187
0.11121121121121122 0.006678503225618656 0.09704264493581627 -0.04733392240349648 -0.0695300236928702
0.11191191191191192 0.006905434363963386 0.08283421351896511 -0.05482144415452238 -0.06899271180147151
0.11261261261261261 0.0071393753782088105 0.06650338906383699 -0.06244748053320905 -0.0683579234277991
0.11331331331331332 0.007380517027386608 0.04844035029478569 -0.07010108135391113 -0.06761756713128637
0.11401401401401402 0.007629054366402215 0.029035275936165533 -0.07767129643098285 -0.06676355147136662
0.11471471471471473 0.007885186813233002 0.00867834471233081 -0.08504717557877857 -0.06578778500747318
0.11541541541541542 0.00814911821621481 -0.012240264652363858 -0.09211776861165248 -0.06468217629903941
0.11611611611611612 0.008421056921379526 -0.03333037343356518 -0.09877212534395921 -0.06343863390549857
0.11681681681681683 0.008701215839804868 -0.054201802906918506 -0.10489929559005301 -0.062049066386284046
0.11751751751751752 0.008989812514936633 -0.07446437434806913 -0.11038832916428809 -0.06050538230082919
0.11821821821821822 0.009287069189842215 -0.09372790903266379 -0.1151282758810191 -0.05879949020856729
0.11891891891891893 0.009593212874352549 -0.11160222823634777 -0.11900818555460019 -0.056923298668931685
0.11961961961961963 0.009908475412048905 -0.127697153234767 -0.12191710799938577 -0.054868716241355725
0.12032032032032033 0.01023309354704909 -0.14162250530356715 -0.12374409302973019 -0.05262765148527272
0.12102102102102102 0.010567308990546588 -0.15298810571839386 -0.12437819045998777 -0.05019201296011607
0.12172172172172173 0.010911368487054466 -0.1614037757548934 -0.12370845010451294 -0.04755370922531901
0.12242242242242243 0.011265523880304912 -0.16647933668871126 -0.12162392177765999 -0.044704648840314914
0.12312312312312312 0.011630032178753726 -0.16782460979549335 -0.1180136552937834 -0.04163674036453717
0.12382382382382383 0.012005155620637538 -0.1650494163508854 -0.11276670046723736 -0.038341892357419
0.12452452452452453 0.012391161738530273 -0.15779322737784882 -0.1057817262555324 -0.03481333790274379
0.12522522522522522 0.012788323423344256 -0.1462365421620677 -0.09713292514611771 -0.031068479096609893
0.12592592592592594 0.013196918987719556 -0.13103254761122346 -0.08704784168896426 -0.027145834109347313
0.12662662662662663 0.01361723222874382 -0.11285033407412595 -0.07575917992074217 -0.023084631555621817
0.12732732732732732 0.014049552489944068 -0.09235899189958278 -0.06349964387812032 -0.018924100050098626
0.12802802802802804 0.014494174722489513 -0.07022761143640147 -0.05050193759776741 -0.014703468207443003
0.12872872872872873 0.014951399545544 -0.047125283033392 -0.03699876511635373 -0.010461964642320694
0.12942942942942945 0.015421533305705056 -0.023721097039361094 -0.02322283047054751 -0.006238817969396796
0.13013013013013014 0.015904888135464635 -0.0006841438031189584 -0.009406837697019131 -0.0020732568033370487
0.13083083083083083 0.016401782010626174 0.021316486326527107 0.0042165091675627694 0.001995490241193311
0.13153153153153155 0.016912538806610537 0.04165487594758517 0.017426643289830776 0.005930582078965633
0.13223223223223224 0.017437488353582314 0.060136521163907 0.030124281042998316 0.009719035445922172
0.13293293293293296 0.017976966490327005 0.07681507293847042 0.04227990253422896 0.013361590418076344
0.13363363363363365 0.01853131511680725 0.09174715171320413 0.05386482267980468 0.016859151288130727
0.13433433433433434 0.019100882245326592 0.10498937793003883 0.064850356396009 0.020212622348788338
0.13503503503503506 0.01968602205022621 0.11659837203090503 0.07520781859912526 0.023422907892752177
0.13573573573573575 0.020287094916040117 0.12663075445773175 0.08490852420543568 0.026490912212724857
0.13643643643643644 0.02090446748403288 0.1351431456524496 0.09392378813122365 0.029417539601409387
0.13713713713713716 0.021538512697041743 0.14219216605698876 0.10222492529277248 0.032203694351508744
0.13783783783783785 0.022189609842545307 0.14783443611327873 0.10978325060636449 0.03485028075572557
0.13853853853853854 0.022858144593878516 0.15212657626324985 0.116570078988283 0.03735820310676287
0.13923923923923925 0.023544509049513596 0.15512520694883228 0.1225567253548113 0.03972836569732359
0.13993993993993994 0.024249101770324247 0.15688694861195576 0.12771450462223183 0.041961672820110416
0.14064064064064064 0.024972327814751075 0.1574684216945505 0.13201473170682787 0.044059028767826344
0.14134134134134135 0.02571459877178311 0.15692624663854637 0.1354287215248825 0.046021337833174275
