x1 x2 M1 M2 M3 M4 M5 M6
0.01002004008016033 0.15384615384615385 -1.0245158565267996 -1.0245158565267996 -0.8711924873059733 -0.8723906390082207 -0.8719051170046727 -0.870839701967699
0.7054108216432866 0.9431438127090301 1.0416655185974295 1.0416655185974295 0.8834440402060411 0.8815457033693743 0.8819733251431356 0.8805251181589409
0.3707414829659319 0.12040133779264212 -0.9947233207982407 -0.9947233207982407 -0.874958989651482 -0.8757260324980118 -0.8724731172109442 -0.8705216588141373
0.6032064128256514 0.8193979933110369 0.9814079160852754 0.9814079160852754 0.8611372315767305 0.8539638013153307 0.8726064128200538 0.8677010221542922
0.3907815631262525 0.2575250836120401 -0.7926524670978145 -0.7926524670978145 -0.8278202508708187 -0.8259699544496848 -0.8210184763683499 -0.8240320250601734
0.45691382765531063 0.19397993311036787 -0.8231187738778621 -0.8231187738778621 -0.8817482276152393 -0.8479711449550675 -0.8672189570094473 -0.8592334936626355
0.064128256513026 0.41471571906354515 -0.5899312141588434 -0.5899312141588434 -0.721582890812116 -0.7233648003139539 -0.7226859886761793 -0.7350603972500354
0.008016032064128265 0.431438127090301 -0.5829157648972048 -0.5829157648972048 -0.6885362502867023 -0.7052492198084277 -0.7058344130859662 -0.7198004398406368
0.6713426853707415 0.7591973244147157 0.8678890284023315 0.8678890284023315 0.8310884510426914 0.8317842892208701 0.8439778733665313 0.8490861927560482
0.8677354709418837 0.04682274247491641 -0.2896198179065886 -0.2896198179065886 -0.4147913262014019 -0.44016000788427156 -0.4148405958200988 -0.4316578583594203
0.08016032064128259 0.6789297658862876 -0.10670268053333787 -0.10670268053333787 -0.25270587535807093 -0.23634210616403514 -0.2779286056854742 -0.26215975041480594
0.935871743486974 0.8093645484949833 0.9412006001386344 0.9412006001386344 0.8579757245889399 0.8548597271057212 0.8714312243809297 0.8671200680261804
0.036072144288577135 0.568561872909699 -0.28181411181273197 -0.28181411181273197 -0.47374333439379185 -0.4740813681591609 -0.4579946452929629 -0.46118703698062546
0.8376753507014028 0.2408026755852843 -0.06395605316287314 -0.06395605316287314 -0.07331249211940831 -0.05665902410469406 -0.08664596770963828 -0.070408851981245
0.717434869739479 0.9698996655518395 1.0428906720387257 1.0428906720387257 0.8840714263127012 0.8832913750093931 0.8861240936514707 0.886613694653245
0.9519038076152304 0.6287625418060201 0.5896481147374292 0.5896481147374292 0.7576319185328317 0.7603033103810555 0.7568463805700506 0.748562457675753
0.4709418837675351 0.5183946488294314 -0.11548348443192391 -0.11548348443192391 -0.20857555523170543 -0.24467598437315252 -0.23930298730939387 -0.23277403453218692
